index,model_name,accuracy,training_time,data_type
0,SGDClassifier,0.9252577319587629,1.0355901718139648,uts
1,SVC,0.9278350515463918,5.122948408126831,uts
2,LogisticRegression,0.9561855670103093,2.125354290008545,uts
3,GradientBoostingClassifier,0.6907216494845361,535.6012997627258,uts
4,XGBClassifier,0.9020618556701031,13.854480028152466,uts
5,MLPClassifier,0.9407216494845361,4.698300838470459,uts
6,KNeighborsClassifier,0.9149484536082474,0.137800931930542,uts
7,AdaBoostClassifier,0.20618556701030927,4.802225828170776,uts
8,RandomForestClassifier,0.8118556701030928,2.0776607990264893,uts
9,GaussianNB,0.8273195876288659,0.015120267868041992,uts
10,DecisionTreeClassifier,0.7783505154639175,0.33466506004333496,uts
11,LinearDiscriminantAnalysis,0.9381443298969072,0.18349909782409668,uts
12,QuadraticDiscriminantAnalysis,0.49742268041237114,0.4340207576751709,uts
