index,model_name,accuracy,training_time,data_type
0,SGDClassifier,0.9484536082474226,0.5610861778259277,uts
1,SVC,0.9536082474226805,3.0857906341552734,uts
2,LogisticRegression,0.9536082474226805,1.3543074131011963,uts
3,GradientBoostingClassifier,0.8762886597938144,38.35987162590027,uts
4,XGBClassifier,0.8994845360824743,5.64068078994751,uts
5,MLPClassifier,0.961340206185567,5.829441785812378,uts
6,KNeighborsClassifier,0.9304123711340206,0.13766193389892578,uts
7,AdaBoostClassifier,0.20618556701030927,1.983705759048462,uts
8,RandomForestClassifier,0.845360824742268,1.2733991146087646,uts
9,GaussianNB,0.8505154639175257,0.009632110595703125,uts
10,DecisionTreeClassifier,0.8170103092783505,0.12775325775146484,uts
11,LinearDiscriminantAnalysis,0.9149484536082474,0.0618436336517334,uts
12,QuadraticDiscriminantAnalysis,0.6778350515463918,0.0874626636505127,uts
