index,model_name,accuracy,training_time,data_type
0,SGDClassifier,0.9407216494845361,0.29065394401550293,uts
1,SVC,0.961340206185567,3.777026653289795,uts
2,LogisticRegression,0.9484536082474226,0.9712073802947998,uts
3,GradientBoostingClassifier,0.8737113402061856,141.10640954971313,uts
4,XGBClassifier,0.9381443298969072,9.86863088607788,uts
5,MLPClassifier,0.9458762886597938,6.8796844482421875,uts
6,KNeighborsClassifier,0.9510309278350515,0.10942268371582031,uts
7,AdaBoostClassifier,0.15206185567010308,3.5035324096679688,uts
8,RandomForestClassifier,0.8994845360824743,1.783595323562622,uts
9,GaussianNB,0.9020618556701031,0.012465715408325195,uts
10,DecisionTreeClassifier,0.7216494845360825,0.2514474391937256,uts
11,LinearDiscriminantAnalysis,0.9432989690721649,0.12864899635314941,uts
12,QuadraticDiscriminantAnalysis,0.3324742268041237,0.1695699691772461,uts
