index,model_name,accuracy,training_time,data_type
0,SGDClassifier,0.8847884788478848,0.45585060119628906,uji
1,SVC,0.9135913591359136,46.41007614135742,uji
2,LogisticRegression,0.8802880288028803,2.469353199005127,uji
3,GradientBoostingClassifier,0.8595859585958596,1005.1239264011383,uji
4,XGBClassifier,0.9117911791179117,67.78340697288513,uji
5,MLPClassifier,0.8910891089108911,24.764889240264893,uji
6,KNeighborsClassifier,0.8388838883888389,0.6827349662780762,uji
7,AdaBoostClassifier,0.44284428442844287,24.48606014251709,uji
8,RandomForestClassifier,0.8181818181818182,8.375800371170044,uji
9,GaussianNB,0.29972997299729975,0.03699779510498047,uji
10,DecisionTreeClassifier,0.6291629162916291,2.1863481998443604,uji
11,LinearDiscriminantAnalysis,0.8694869486948695,0.5911939144134521,uji
12,QuadraticDiscriminantAnalysis,0.7074707470747075,0.5554730892181396,uji
