index,model_name,accuracy,training_time,data_type
0,SGDClassifier,0.8415841584158416,6.394492149353027,uji
1,SVC,0.8496849684968497,17.517346620559692,uji
2,LogisticRegression,0.8901890189018902,3.4927263259887695,uji
3,GradientBoostingClassifier,0.7695769576957696,1182.962198972702,uji
4,XGBClassifier,0.873987398739874,46.89967942237854,uji
5,MLPClassifier,0.8838883888388839,28.118123531341553,uji
6,KNeighborsClassifier,0.8370837083708371,0.620549201965332,uji
7,AdaBoostClassifier,0.39243924392439244,12.1449716091156,uji
8,RandomForestClassifier,0.8037803780378038,5.853861093521118,uji
9,GaussianNB,0.49684968496849685,0.020151138305664062,uji
10,DecisionTreeClassifier,0.7137713771377138,1.057647943496704,uji
11,LinearDiscriminantAnalysis,0.864986498649865,0.27199459075927734,uji
12,QuadraticDiscriminantAnalysis,0.639063906390639,0.17441558837890625,uji
