index,model_name,accuracy,training_time,data_type
0,SGDClassifier,0.8874887488748875,0.37994813919067383,uji
1,SVC,0.9198919891989199,35.76627278327942,uji
2,LogisticRegression,0.8811881188118812,2.126648426055908,uji
3,GradientBoostingClassifier,0.891989198919892,756.9651784896851,uji
4,XGBClassifier,0.9108910891089109,54.70272707939148,uji
5,MLPClassifier,0.9045904590459046,20.590431928634644,uji
6,KNeighborsClassifier,0.8433843384338434,0.6464846134185791,uji
7,AdaBoostClassifier,0.44284428442844287,19.45504355430603,uji
8,RandomForestClassifier,0.828082808280828,7.751791477203369,uji
9,GaussianNB,0.3132313231323132,0.030256986618041992,uji
10,DecisionTreeClassifier,0.6291629162916291,1.6912693977355957,uji
11,LinearDiscriminantAnalysis,0.8856885688568857,0.4012737274169922,uji
12,QuadraticDiscriminantAnalysis,0.7335733573357336,0.30402278900146484,uji
