index,model_name,accuracy,training_time,data_type
0,SGDClassifier,0.855985598559856,8.853058099746704,uji
1,SVC,0.8532853285328533,28.939765691757202,uji
2,LogisticRegression,0.8856885688568857,3.976321220397949,uji
3,GradientBoostingClassifier,0.21332133213321333,1675.9010257720947,uji
4,XGBClassifier,0.8838883888388839,64.29004263877869,uji
5,MLPClassifier,0.891989198919892,18.876123666763306,uji
6,KNeighborsClassifier,0.8361836183618362,0.6677923202514648,uji
7,AdaBoostClassifier,0.39243924392439244,17.46678924560547,uji
8,RandomForestClassifier,0.8118811881188119,7.005306720733643,uji
9,GaussianNB,0.44734473447344736,0.026973247528076172,uji
10,DecisionTreeClassifier,0.720972097209721,1.4759292602539062,uji
11,LinearDiscriminantAnalysis,0.8766876687668766,0.3682210445404053,uji
12,QuadraticDiscriminantAnalysis,0.5157515751575158,0.3829476833343506,uji
