index,model_name,accuracy,training_time,data_type
0,SGDClassifier,0.8703870387038704,6.472076177597046,uji
1,SVC,0.8496849684968497,30.766912937164307,uji
2,LogisticRegression,0.8802880288028803,3.6481966972351074,uji
3,GradientBoostingClassifier,0.6678667866786678,2124.7335155010223,uji
4,XGBClassifier,0.8793879387938794,77.77369904518127,uji
5,MLPClassifier,0.8811881188118812,16.867950677871704,uji
6,KNeighborsClassifier,0.8325832583258326,0.6518046855926514,uji
7,AdaBoostClassifier,0.39243924392439244,21.180734872817993,uji
8,RandomForestClassifier,0.801980198019802,8.175941944122314,uji
9,GaussianNB,0.44374437443744374,0.03318619728088379,uji
10,DecisionTreeClassifier,0.720972097209721,1.8043019771575928,uji
11,LinearDiscriminantAnalysis,0.891989198919892,0.4213879108428955,uji
12,QuadraticDiscriminantAnalysis,0.5229522952295229,0.4903569221496582,uji
